714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,524,553,553,553,244,244,244,244,443,503,500,500,500,500,500,500,500,500,500,500,500
714,714,714,714,714,714,714,714,714,714,714,465,714,714,714,714,714,714,714,714,714,714,714,528,529,530,714,714,714,714,714,714,714,714,714,524,553,553,553,244,244,244,244,443,503,500,500,500,500,500,500,500,500,500,500,500,500
714,714,714,714,714,714,714,714,714,714,714,487,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,524,553,553,553,244,244,244,244,443,503,500,500,500,500,500,500,500,500,500,500,500,500,500
714,714,714,714,714,714,714,714,714,714,714,509,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,524,553,553,553,244,244,244,244,443,503,500,500,500,500,500,500,500,500,500,500,500,500,500,500
714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,524,553,553,553,244,244,244,244,443,503,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500
714,714,714,714,714,473,474,474,475,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,524,553,553,553,244,244,244,244,443,503,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500
714,714,714,714,714,495,525,527,497,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,524,553,553,553,244,244,244,244,443,503,500,500,500,500,500,500,500,500,500,331,500,500,500,500,500,500,500
714,714,714,714,714,495,569,548,497,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,524,553,553,553,244,244,244,244,443,503,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500
714,714,714,714,714,517,518,518,519,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,524,553,553,553,244,244,244,244,443,503,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500
714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,524,553,553,553,244,244,244,244,443,503,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500
714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,524,553,553,553,244,244,244,244,443,503,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500
714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,524,553,553,553,244,244,244,244,443,503,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500
714,714,714,714,714,714,714,462,463,464,714,714,714,714,714,714,714,714,714,714,714,714,714,249,249,249,249,249,249,249,249,249,249,249,249,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500
714,714,714,714,714,714,714,484,485,486,714,714,714,714,714,714,714,714,714,714,714,714,714,524,553,553,553,244,244,244,244,443,503,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500
714,714,714,714,714,714,714,506,507,508,714,714,714,714,714,714,714,714,714,714,714,714,524,553,553,553,244,244,244,244,443,503,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500
714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,524,553,553,553,244,244,244,244,443,503,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500
714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,524,553,553,553,244,244,244,244,443,503,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500
714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,524,553,553,553,244,244,244,244,443,503,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500
714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,524,553,553,553,244,244,244,244,443,503,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500
714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,524,553,553,553,244,244,244,244,443,503,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500
714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,524,553,553,553,244,244,244,244,443,503,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500
714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,524,553,553,553,244,244,244,244,443,503,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500
714,714,714,714,714,714,714,714,714,714,714,714,714,714,524,553,553,553,244,306,307,244,443,503,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500
714,714,714,714,714,714,714,714,714,714,714,714,714,524,553,553,553,244,244,244,244,443,503,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500
714,714,714,714,714,714,714,714,714,714,714,714,524,553,553,553,244,244,244,244,443,503,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500
